2/1/2024,6890
2/2/2024,8035
2/3/2024,14513
2/4/2024,4343
2/5/2024,2783
2/6/2024,7891
2/7/2024,10254
2/8/2024,7813
2/9/2024,14803
2/10/2024,5181
2/11/2024,1113
2/12/2024,3982
3/13/2024,6638
2/14/2024,4378
2/15/2024,7815
2/16/2024,4643
2/17/2024,5898
2/18/2024,13143
2/19/2024,5447
2/20/2024,1583
2/21/2024,2126
2/22/2024,8476
2/23/2024,5093
2/24/2024,6534
2/25/2024,728
2/26/2024,5429
2/27/2024,5156
2/28/2024,6125
2/29/2024,3408
3/1/2024,3832
